xkubtestapi1,lacp,xkubtestapi1.opr.test.statefarm.com,enp4s0f0,enp5s0f0
xkubtestapi2,lacp,xkubtestapi2.opr.test.statefarm.com,enp4s0f0,enp5s0f0
xkubtestapi3,lacp,xkubtestapi3.opr.test.statefarm.com,enp4s0f0,enp5s0f0
xkubtestapi4,lacp,xkubtestapi4.opr.test.statefarm.com,enp4s0f0,enp5s0f0
xkubtestapi5,lacp,xkubtestapi5.opr.test.statefarm.com,enp4s0f0,enp5s0f0
xkubtestapi6,lacp,xkubtestapi6.opr.test.statefarm.com,enp4s0f0,enp5s0f0
